Username,Team,Age_Range,Gender,Grade,Travel_Time,Special_Feature
18359,Fidelius Charm,60>,Female,F,120-149,
21310,Fidelius Charm,50-59,Female,F,180+,
10027,Fidelius Charm,50-59,Female,F,90-119,
10699,Fidelius Charm,40-49,Female,F,120-149,
10966,Fidelius Charm,40-49,Female,F,180+,
25290,Fidelius Charm,40-49,Female,F,150-179,
21590,Mobilicorpus,50-59,Female,F,60-89,
13157,Mobilicorpus,40-49,Female,F,180+,
21580,Mobilicorpus,30-39,Female,F,150-179,
24559,Reducto,40-49,Male,F,90-119,
14551,Defodio,40-49,Female,F,90-119,
17079,Defodio,30-39,Male,F,30-59,
17283,Defodio,30-39,Female,F,60-89,
22372,Defodio,20-29,Male,F,30-59,
22832,Defodio,20-29,Male,F,30-59,
23519,Defodio,40-49,NULL,F,180+,
23531,Defodio,20-29,Male,F,60-89,
23765,Defodio,20-29,Female,F,120-149,
12581,Defodio,30-39,Female,F,30-59,
12617,Defodio,20-29,Male,F,30-59,
21416,Liberacorpus,40-49,Female,F,30-59,
28042,Specialis Revelio,40-49,Male,F,120-149,
28094,Specialis Revelio,20-29,Female,F,30-59,
28297,Specialis Revelio,30-39,Male,F,0-29,
21842,Defodio,50-59,Male,F,120-149,
13087,Defodio,40-49,Male,F,120-149,
16993,Defodio,30-39,Male,F,150-179,
22048,Defodio,20-29,Male,F,30-59,
22223,Defodio,20-29,Male,F,30-59,
22232,Defodio,40-49,Female,F,60-89,
22307,Defodio,20-29,Female,F,0-29,
22778,Defodio,20-29,Female,F,0-29,
12671,Defodio,20-29,Male,F,150-179,
27897,Defodio,30-39,Female,F,30-59,
27922,Defodio,30-39,Female,F,180+,
27994,Specialis Revelio,30-39,Male,F,30-59,
22489,Liberacorpus,40-49,NULL,F,180+,
15222,Liberacorpus,30-39,Male,F,30-59,
10833,Liberacorpus,40-49,Male,F,0-29,
18585,Liberacorpus,50-59,Female,F,180+,
28451,Specialis Revelio,40-49,Female,F,90-119,
17074,Defodio,30-39,Female,F,60-89,
23226,Defodio,50-59,Male,F,180+,
17588,Liberacorpus,20-29,Male,F,60-89,
18975,Liberacorpus,20-29,Female,F,90-119,
23538,Liberacorpus,30-39,Female,F,60-89,
15358,Liberacorpus,60>,Male,F,90-119,
28479,Liberacorpus,30-39,Female,F,90-119,
25802,Specialis Revelio,40-49,Female,F,0-29,
18935,Liberacorpus,40-49,NULL,F,0-29,
19397,Liberacorpus,40-49,Male,F,150-179,
19957,Liberacorpus,40-49,NULL,F,90-119,
20037,Liberacorpus,20-29,Female,F,30-59,
20070,Liberacorpus,20-29,Male,F,150-179,
21039,Liberacorpus,20-29,Female,F,180+,
23111,Liberacorpus,50-59,Female,F,30-59,
27236,Liberacorpus,40-49,Male,F,90-119,
17605,Liberacorpus,20-29,Male,F,150-179,
18709,Liberacorpus,20-29,Female,F,60-89,
17632,Mobilicorpus,50-59,Male,F,30-59,
20290,Fidelius Charm,50-59,Female,F,30-59,
20258,Confringo,50-59,Female,F,180+,
20367,Confringo,50-59,Female,F,0-29,
24413,Confringo,40-49,Male,F,90-119,
15206,Confringo,60>,Female,F,30-59,
27061,Liberacorpus,50-59,Female,F,150-179,
27961,Meteolojinx Recanto,30-39,Female,F,30-59,
13811,Defodio,30-39,Female,F,120-149,
18879,Liberacorpus,30-39,Male,F,30-59,
18351,Confringo,50-59,Male,F,60-89,
50030,Liberacorpus,30-39,Male,F,30-59,Ergonomic Chair
13520,Specialis Revelio,40-49,Male,F,0-29,
16103,Specialis Revelio,30-39,Female,F,90-119,
27721,Liberacorpus,40-49,Male,F,180+,
50421,Liberacorpus,50-59,Male,F,120-149,
15113,Liberacorpus,30-39,Female,F,30-59,
17331,Liberacorpus,50-59,Male,F,30-59,
17350,Liberacorpus,30-39,Male,F,30-59,
17353,Liberacorpus,40-49,Male,F,0-29,
17359,Liberacorpus,30-39,Male,F,60-89,
17665,Liberacorpus,40-49,Male,F,60-89,
18791,Liberacorpus,20-29,Male,F,60-89,
18913,Liberacorpus,20-29,Female,F,150-179,Reduced Light
19934,Liberacorpus,30-39,Male,F,150-179,
22909,Liberacorpus,30-39,Male,F,180+,
14850,Liberacorpus,30-39,Female,F,60-89,
14853,Liberacorpus,50-59,Female,F,90-119,
15210,Liberacorpus,20-29,Male,F,0-29,
15262,Liberacorpus,40-49,Male,F,150-179,
50263,Liberacorpus,40-49,Female,F,30-59,
27000,Locomotor Mortis,50-59,Male,F,60-89,
11823,Locomotor Mortis,40-49,NULL,F,30-59,
15455,Specialis Revelio,40-49,NULL,F,90-119,
27191,Relashio,20-29,Male,F,30-59,
27206,Specialis Revelio,20-29,Male,F,30-59,
27251,Liberacorpus,20-29,Female,F,90-119,
27253,Liberacorpus,20-29,Female,F,120-149,
27277,Liberacorpus,20-29,Male,F,150-179,
24484,Meteolojinx Recanto,50-59,Female,F,180+,
25165,Meteolojinx Recanto,30-39,Female,F,30-59,
17112,Defodio,30-39,Male,F,180+,
12351,Defodio,40-49,Female,F,0-29,
21827,Defodio,30-39,Female,F,90-119,
21922,Meteolojinx Recanto,20-29,Male,F,180+,
28160,Meteolojinx Recanto,40-49,Female,F,30-59,
21652,Meteolojinx Recanto,60>,Male,F,150-179,
12237,Defodio,50-59,Male,F,30-59,
16919,Defodio,30-39,Male,F,60-89,
23208,Defodio,50-59,Male,F,90-119,
23239,Defodio,50-59,Male,F,120-149,
23386,Defodio,50-59,Male,F,30-59,
23577,Defodio,20-29,Male,F,30-59,
23646,Defodio,20-29,Male,F,30-59,
18600,Defodio,30-39,Female,F,0-29,
18610,Wingardium Leviosa,50-59,Male,F,30-59,
26741,Aparecium,50-59,Female,F,60-89,
14566,Meteolojinx Recanto,30-39,Male,F,60-89,
28775,Meteolojinx Recanto,60>,Female,F,120-149,
20860,Meteolojinx Recanto,40-49,Male,F,0-29,
27395,Confringo,50-59,Female,F,60-89,
22752,Sonorus,20-29,Male,F,60-89,
17367,Liberacorpus,30-39,Female,F,0-29,
27124,Fidelius Charm,50-59,Male,F,30-59,
15546,Fidelius Charm,60>,Female,F,150-179,
26215,Mobilicorpus,50-59,Male,F,0-29,
12355,Mobilicorpus,60>,Male,F,30-59,
14966,Duro,40-49,Male,F,120-149,
22331,Defodio,50-59,Female,F,0-29,
15247,Defodio,30-39,Female,F,60-89,
21845,Defodio,20-29,Female,F,90-119,
22478,Defodio,20-29,Male,F,180+,
25826,Specialis Revelio,30-39,Male,F,0-29,
19034,Liberacorpus,40-49,NULL,F,0-29,
16963,Defodio,30-39,Female,F,90-119,
21033,Liberacorpus,20-29,Female,F,90-119,
21073,Liberacorpus,20-29,Male,F,0-29,
21113,Liberacorpus,20-29,Female,F,0-29,
23048,Liberacorpus,20-29,Female,F,0-29,
23314,Liberacorpus,20-29,Male,F,0-29,
19367,Liberacorpus,30-39,Male,F,90-119,
20055,Liberacorpus,30-39,Male,F,90-119,
20440,Liberacorpus,50-59,Male,F,0-29,
20516,Liberacorpus,30-39,Female,F,90-119,
21336,Liberacorpus,20-29,Female,F,30-59,
23052,Liberacorpus,20-29,Female,F,150-179,
23535,Liberacorpus,30-39,Female,F,30-59,
21985,Liberacorpus,40-49,Male,F,0-29,
17552,Liberacorpus,30-39,Male,F,60-89,
19383,Liberacorpus,20-29,Male,F,0-29,
19386,Liberacorpus,20-29,Female,F,30-59,
21047,Liberacorpus,40-49,NULL,F,180+,
21146,Liberacorpus,20-29,Female,F,60-89,
22998,Liberacorpus,20-29,Male,F,150-179,
23009,Liberacorpus,30-39,Male,F,180+,
23014,Liberacorpus,20-29,Female,F,90-119,
23537,Liberacorpus,20-29,Female,F,180+,
26620,Liberacorpus,50-59,Male,F,90-119,
18210,Liberacorpus,30-39,Male,F,120-149,
17702,Liberacorpus,20-29,Male,F,30-59,
21052,Duro,50-59,Male,F,60-89,
10549,Duro,40-49,NULL,F,90-119,
27285,Fidelius Charm,60>,Female,F,60-89,
20922,Liberacorpus,20-29,Male,F,0-29,
27733,Liberacorpus,30-39,Male,F,30-59,
13162,Specialis Revelio,40-49,Female,F,120-149,
10554,Specialis Revelio,40-49,Female,F,180+,
18664,Liberacorpus,50-59,Male,F,60-89,
16610,Liberacorpus,30-39,Male,F,180+,
17380,Liberacorpus,20-29,Male,F,30-59,
17399,Liberacorpus,40-49,Male,F,120-149,
17403,Liberacorpus,20-29,Male,F,30-59,
18122,Liberacorpus,20-29,Male,F,120-149,
18892,Liberacorpus,50-59,Male,F,0-29,
20939,Liberacorpus,30-39,Male,F,30-59,
20974,Liberacorpus,50-59,Male,F,30-59,
20995,Liberacorpus,40-49,Male,F,150-179,
21005,Liberacorpus,20-29,Female,F,30-59,
21144,Liberacorpus,20-29,Male,F,0-29,
21185,Liberacorpus,20-29,Female,F,60-89,
21189,Liberacorpus,20-29,Male,F,30-59,
21192,Liberacorpus,20-29,Male,F,0-29,
21196,Liberacorpus,20-29,Female,F,120-149,
21229,Liberacorpus,40-49,Male,F,30-59,
23181,Liberacorpus,30-39,Male,F,120-149,
15001,Liberacorpus,30-39,Male,F,90-119,
15006,Liberacorpus,50-59,Male,F,180+,
15063,Liberacorpus,20-29,Male,F,0-29,
15290,Liberacorpus,20-29,Male,F,180+,
50042,Liberacorpus,60>,Male,F,0-29,
20940,Locomotor Mortis,50-59,Male,F,30-59,
27202,Liberacorpus,50-59,Female,F,30-59,
27208,Specialis Revelio,20-29,Female,F,0-29,
27219,Specialis Revelio,20-29,Male,F,150-179,
27250,Specialis Revelio,40-49,Female,F,60-89,
27271,Liberacorpus,30-39,Male,F,90-119,
27273,Liberacorpus,20-29,Male,F,30-59,
27247,Specialis Revelio,20-29,Female,F,0-29,
27276,Liberacorpus,20-29,Male,F,90-119,
50113,Impedimenta,30-39,Female,F,30-59,
12479,Meteolojinx Recanto,50-59,Female,F,180+,
15080,Meteolojinx Recanto,30-39,Female,F,60-89,
19892,Meteolojinx Recanto,40-49,Male,F,180+,
28202,Defodio,50-59,Male,F,30-59,
12112,Meteolojinx Recanto,50-59,Male,F,30-59,
25218,Meteolojinx Recanto,60>,Male,F,120-149,
21787,Aparecium,50-59,Male,F,150-179,
13699,Confringo,40-49,Male,F,30-59,
23510,Defodio,20-29,Female,F,30-59,
12739,Defodio,30-39,Male,F,30-59,
22261,Defodio,40-49,Male,F,30-59,
15796,Liberacorpus,40-49,Male,F,0-29,
17553,Liberacorpus,40-49,NULL,F,30-59,
21125,Liberacorpus,20-29,Female,F,0-29,
14304,Liberacorpus,50-59,Female,F,90-119,
19635,Confringo,60>,Female,F,180+,
28018,Locomotor Mortis,50-59,Male,F,150-179,
24679,Specialis Revelio,40-49,NULL,F,30-59,
16952,Defodio,40-49,Male,F,30-59,
24977,Liberacorpus,50-59,Female,F,60-89,
14765,Specialis Revelio,50-59,Female,F,120-149,
15485,Liberacorpus,20-29,Male,F,30-59,
20990,Liberacorpus,40-49,Male,F,60-89,
27746,Liberacorpus,30-39,Male,F,120-149,
50072,Liberacorpus,30-39,Female,F,30-59,
11318,Mobilicorpus,40-49,Female,F,30-59,
21059,Meteolojinx Recanto,40-49,Female,F,30-59,
15533,Defodio,30-39,Male,F,30-59,
27911,Liberacorpus,40-49,Female,F,0-29,
13507,Specialis Revelio,40-49,Male,F,30-59,
15119,Liberacorpus,20-29,Male,F,60-89,
16023,Liberacorpus,30-39,Male,F,30-59,
18878,Liberacorpus,30-39,Female,F,0-29,
50332,Liberacorpus,30-39,Female,F,150-179,
27027,Specialis Revelio,30-39,Female,F,0-29,
28619,Meteolojinx Recanto,50-59,Male,F,60-89,
17739,Confringo,40-49,Male,F,30-59,
15389,Liberacorpus,20-29,Female,F,30-59,
17397,Liberacorpus,20-29,Male,F,180+,
17036,Defodio,30-39,Female,F,180+,
17344,Liberacorpus,40-49,Male,F,90-119,
22433,Defodio,50-59,Female,F,0-29,
20061,Defodio,40-49,NULL,F,30-59,
18561,Defodio,50-59,Male,F,150-179,
14230,Liberacorpus,30-39,Female,F,30-59,
17622,Liberacorpus,20-29,Male,F,0-29,
21254,Liberacorpus,20-29,Female,F,30-59,Ergonomic Chair
14630,Defodio,20-29,Male,F,120-149,
13662,Wingardium Leviosa,30-39,Male,F,60-89,
23565,Defodio,30-39,Female,F,180+,
25446,Meteolojinx Recanto,50-59,Female,F,30-59,
11858,Meteolojinx Recanto,40-49,Female,F,180+,
19784,Defodio,40-49,Female,F,90-119,
22806,Meteolojinx Recanto,50-59,Female,F,150-179,
10805,Defodio,40-49,Female,F,90-119,
23876,Defodio,50-59,Female,F,0-29,
22933,Meteolojinx Recanto,20-29,Female,F,0-29,
21677,Meteolojinx Recanto,60>,Female,F,60-89,
25363,Meteolojinx Recanto,50-59,Male,F,180+,
23322,Meteolojinx Recanto,50-59,Female,F,60-89,
27002,Meteolojinx Recanto,50-59,Female,F,120-149,
24286,Wingardium Leviosa,60>,Male,F,60-89,
50009,Wingardium Leviosa,30-39,Male,F,30-59,
19313,Meteolojinx Recanto,60>,Male,F,0-29,
20194,Meteolojinx Recanto,50-59,Female,F,60-89,
27175,Mobilicorpus,50-59,Male,F,120-149,
18432,Fidelius Charm,60>,Female,F,60-89,
15530,Mobilicorpus,30-39,Male,F,30-59,
24567,Mobilicorpus,50-59,Female,F,90-119,
50339,Mobilicorpus,40-49,NULL,F,0-29,
17095,Defodio,40-49,Male,F,30-59,
26400,Defodio,50-59,Female,F,60-89,
25604,Specialis Revelio,40-49,Female,F,150-179,
18654,Liberacorpus,60>,Female,F,60-89,
19479,Liberacorpus,50-59,Female,F,120-149,
10946,Liberacorpus,40-49,Female,F,30-59,
23648,Mobilicorpus,60>,Female,F,120-149,
27568,Mobilicorpus,50-59,Female,F,0-29,
28106,Specialis Revelio,20-29,Male,F,60-89,
15568,Defodio,40-49,Female,F,60-89,
19743,Liberacorpus,50-59,Male,F,30-59,
28403,Liberacorpus,40-49,Female,F,0-29,
24704,Specialis Revelio,40-49,NULL,F,0-29,
24084,Liberacorpus,50-59,Male,F,30-59,
28209,Specialis Revelio,30-39,Female,F,90-119,
20966,Duro,50-59,Female,F,30-59,
19595,Duro,40-49,NULL,F,60-89,
21342,Confringo,40-49,Female,F,30-59,
24170,Locomotor Mortis,50-59,Female,F,60-89,
28894,Locomotor Mortis,60>,Female,F,30-59,
20375,Mobilicorpus,60>,Female,F,30-59,
27153,Mobilicorpus,60>,Female,F,90-119,
11659,Liberacorpus,50-59,Female,F,60-89,
50465,Liberacorpus,40-49,Male,F,60-89,
20925,Liberacorpus,20-29,Female,F,90-119,
26432,Specialis Revelio,40-49,NULL,F,30-59,
15009,Meteolojinx Recanto,20-29,Male,F,90-119,
20578,Meteolojinx Recanto,50-59,Female,F,0-29,
23825,Meteolojinx Recanto,40-49,Female,F,0-29,
25814,Meteolojinx Recanto,60>,Female,F,30-59,
22189,Defodio,50-59,Male,F,0-29,
22450,Defodio,50-59,Female,F,120-149,
19987,Meteolojinx Recanto,50-59,Male,F,0-29,
15072,Meteolojinx Recanto,50-59,Female,F,90-119,
20191,Meteolojinx Recanto,60>,Female,F,120-149,
14351,Meteolojinx Recanto,50-59,Female,F,0-29,
21820,Meteolojinx Recanto,50-59,Female,F,180+,
13629,Fidelius Charm,40-49,Female,F,30-59,
22765,Defodio,20-29,Male,F,150-179,
22401,Defodio,50-59,Female,F,0-29,
25452,Liberacorpus,50-59,Female,F,0-29,
22221,Defodio,30-39,Female,F,30-59,
14015,Liberacorpus,40-49,Female,F,60-89,
19814,Liberacorpus,60>,Female,F,60-89,
13867,Liberacorpus,60>,Female,F,0-29,
24792,Specialis Revelio,<20,Female,F,90-119,
12212,Liberacorpus,40-49,Female,F,60-89,
28179,Specialis Revelio,40-49,Male,F,0-29,
13384,Confringo,60>,Female,F,60-89,
28148,Mobilicorpus,50-59,Female,F,0-29,
28817,Defodio,40-49,Female,F,60-89,
50067,Defodio,30-39,Female,F,0-29,
10498,Confringo,50-59,Male,F,0-29,
14324,Specialis Revelio,40-49,Female,F,30-59,
14347,Specialis Revelio,30-39,Female,F,90-119,
26533,Specialis Revelio,40-49,NULL,F,150-179,
26425,Specialis Revelio,40-49,Male,F,0-29,
50001,Liberacorpus,60>,Male,F,0-29,
16626,Defodio,50-59,Female,F,60-89,
26535,Meteolojinx Recanto,50-59,Female,F,120-149,
10147,Meteolojinx Recanto,50-59,Female,F,30-59,
12587,Defodio,50-59,Female,F,60-89,
25662,Specialis Revelio,30-39,Female,F,120-149,
25771,Specialis Revelio,20-29,Male,F,30-59,
25986,Liberacorpus,40-49,NULL,F,0-29,
21293,Mobilicorpus,50-59,Female,F,120-149,
28243,Specialis Revelio,20-29,Male,F,30-59,
18451,Defodio,50-59,Male,F,0-29,
20184,Defodio,60>,Female,F,30-59,
25751,Specialis Revelio,30-39,Female,F,30-59,
22209,Duro,30-39,Female,F,60-89,
23967,Duro,50-59,Female,F,30-59,
21686,Fidelius Charm,40-49,Female,F,0-29,
27244,Fidelius Charm,40-49,Female,F,120-149,
23306,Sonorus,40-49,NULL,F,90-119,
12580,Defodio,20-29,Female,F,30-59,
17875,Liberacorpus,20-29,Male,F,60-89,
24018,Meteolojinx Recanto,60>,Female,F,60-89,
20969,Defodio,40-49,Female,F,150-179,
27334,Fidelius Charm,40-49,Female,F,60-89,
16526,Liberacorpus,50-59,Female,F,0-29,
21339,Fidelius Charm,60>,Male,F,180+,
17942,Liberacorpus,40-49,Female,F,150-179,
14323,Specialis Revelio,40-49,Female,F,120-149,
19194,Specialis Revelio,60>,Male,F,180+,
18690,Liberacorpus,40-49,Female,F,0-29,
14098,Meteolojinx Recanto,40-49,Female,F,90-119,
20320,Meteolojinx Recanto,50-59,Female,F,60-89,
23562,Defodio,40-49,Female,F,30-59,
15574,Defodio,40-49,Female,F,90-119,
20449,Duro,40-49,Female,F,60-89,
20339,Mobilicorpus,50-59,Female,F,90-119,Near Window
19301,Liberacorpus,20-29,Male,F,60-89,
23310,Liberacorpus,20-29,Male,F,90-119,
19166,Liberacorpus,20-29,Female,F,150-179,
20894,Liberacorpus,30-39,Male,F,30-59,
21012,Liberacorpus,20-29,Male,F,30-59,
23168,Liberacorpus,20-29,Female,F,120-149,
23199,Liberacorpus,20-29,Male,F,30-59,
23623,Liberacorpus,20-29,Female,F,180+,
23630,Liberacorpus,20-29,Male,F,0-29,
15378,Liberacorpus,40-49,Male,F,120-149,
19018,Liberacorpus,20-29,Female,F,150-179,
18728,Liberacorpus,20-29,Male,F,150-179,
18882,Liberacorpus,50-59,Female,F,60-89,
15659,Liberacorpus,30-39,Female,F,60-89,
24379,Wingardium Leviosa,50-59,Male,F,0-29,
24298,Wingardium Leviosa,40-49,NULL,F,0-29,
13700,Defodio,40-49,Female,F,60-89,
13414,Wingardium Leviosa,30-39,Male,F,60-89,
13221,Duro,50-59,Male,F,150-179,
26667,Duro,50-59,Female,F,0-29,
20644,Defodio,50-59,Female,F,30-59,
18669,Liberacorpus,60>,Male,F,90-119,
25931,Fidelius Charm,50-59,Male,F,30-59,
19044,Meteolojinx Recanto,50-59,Female,F,180+,
21032,Meteolojinx Recanto,50-59,Female,F,0-29,
25583,Confringo,50-59,Male,F,150-179,
28208,Specialis Revelio,30-39,Female,F,90-119,
10716,Liberacorpus,50-59,Female,F,60-89,
15773,Meteolojinx Recanto,60>,Female,F,90-119,
50000,Liberacorpus,30-39,Female,F,30-59,
23473,Defodio,20-29,Male,F,30-59,
27717,Defodio,50-59,Female,F,120-149,
25648,Specialis Revelio,20-29,Male,F,0-29,
18147,Duro,60>,Female,F,0-29,
15909,Specialis Revelio,30-39,Female,F,120-149,
13623,Specialis Revelio,60>,Female,F,120-149,
26317,Specialis Revelio,20-29,Female,F,30-59,
19325,Liberacorpus,30-39,Male,F,60-89,
24507,Liberacorpus,50-59,Female,F,0-29,
13248,Specialis Revelio,50-59,Male,F,60-89,
23078,Meteolojinx Recanto,50-59,Female,F,0-29,
20599,Locomotor Mortis,20-29,Female,F,30-59,
19369,Defodio,30-39,Female,F,60-89,
21045,Liberacorpus,50-59,Female,F,0-29,
14880,Liberacorpus,50-59,Female,F,30-59,
19337,Defodio,40-49,Male,F,60-89,
14848,Meteolojinx Recanto,40-49,Female,F,0-29,
22630,Defodio,50-59,Female,F,60-89,
18976,Meteolojinx Recanto,60>,Female,F,180+,
23313,Meteolojinx Recanto,40-49,Male,F,120-149,
25805,Meteolojinx Recanto,50-59,Female,F,30-59,
27854,Defodio,50-59,Female,F,120-149,
15250,Meteolojinx Recanto,50-59,Male,F,30-59,
16539,Mobilicorpus,40-49,Male,F,150-179,
13992,Imperio,60>,Male,F,60-89,
18294,Duro,20-29,Male,F,60-89,
22428,Fidelius Charm,50-59,Female,F,90-119,
26193,Fidelius Charm,40-49,Female,F,0-29,
27739,Liberacorpus,50-59,Female,F,30-59,
10850,Liberacorpus,50-59,Male,F,0-29,
13723,Specialis Revelio,50-59,Male,F,90-119,
10806,Specialis Revelio,50-59,Female,F,0-29,
13129,Meteolojinx Recanto,60>,Female,F,0-29,
23141,Meteolojinx Recanto,60>,Female,F,60-89,
25383,Meteolojinx Recanto,50-59,Female,F,30-59,
10125,Meteolojinx Recanto,40-49,Female,F,150-179,
21790,Liberacorpus,40-49,Female,F,30-59,
50004,Liberacorpus,30-39,Female,F,180+,
19993,Mobilicorpus,60>,Female,F,90-119,
15708,Specialis Revelio,40-49,Female,F,60-89,
27248,Specialis Revelio,30-39,Female,F,180+,
27271,Specialis Revelio,30-39,Male,F,0-29,
27274,Specialis Revelio,<20,Female,F,180+,
27305,Specialis Revelio,20-29,Male,F,30-59,
23584,Meteolojinx Recanto,20-29,Male,F,0-29,
21820,Meteolojinx Recanto,60>,Female,F,30-59,
23459,Locomotor Mortis,40-49,Female,F,30-59,
22831,Liberacorpus,60>,Female,F,180+,
22048,Defodio,20-29,Male,F,120-149,
28201,Specialis Revelio,20-29,Female,F,60-89,
17654,Meteolojinx Recanto,20-29,Male,F,60-89,
13569,Aparecium,40-49,Female,F,0-29,
26625,Specialis Revelio,20-29,Male,F,180+,
16023,Liberacorpus,40-49,Male,F,120-149,
18913,Meteolojinx Recanto,20-29,Female,F,120-149,
27191,Specialis Revelio,20-29,Male,F,60-89,
27193,Specialis Revelio,30-39,Male,F,90-119,
27196,Specialis Revelio,30-39,Male,F,0-29,
27202,Specialis Revelio,50-59,Female,F,90-119,
27251,Specialis Revelio,20-29,Female,F,30-59,
27253,Specialis Revelio,20-29,Female,F,120-149,
27269,Specialis Revelio,20-29,Female,F,30-59,
27273,Specialis Revelio,20-29,Male,F,30-59,
27276,Specialis Revelio,20-29,Male,F,180+,
27277,Specialis Revelio,20-29,Male,F,120-149,
27296,Specialis Revelio,20-29,Male,F,0-29,
27306,Specialis Revelio,20-29,Male,F,0-29,
27298,Specialis Revelio,20-29,Male,F,90-119,
15080,Meteolojinx Recanto,30-39,Female,F,60-89,
12042,Defodio,40-49,Female,F,0-29,
23072,Meteolojinx Recanto,30-39,Female,F,120-149,
14966,Duro,40-49,Male,F,30-59,
17047,Defodio,30-39,Female,F,90-119,
22778,Defodio,30-39,Female,F,60-89,
13309,Specialis Revelio,50-59,Male,F,150-179,
23208,Defodio,50-59,Male,F,90-119,
17588,Liberacorpus,30-39,Male,F,30-59,
20995,Meteolojinx Recanto,40-49,Male,F,30-59,
21073,Liberacorpus,20-29,Male,F,30-59,
21209,Liberacorpus,60>,Male,F,30-59,
50113,Impedimenta,30-39,Female,F,90-119,
27256,Specialis Revelio,20-29,Male,F,150-179,
28586,Meteolojinx Recanto,40-49,Female,F,120-149,
27002,Meteolojinx Recanto,60>,Female,F,120-149,
18616,Wingardium Leviosa,60>,Male,F,30-59,
14155,Wingardium Leviosa,60>,Male,F,30-59,
15817,Meteolojinx Recanto,40-49,Female,F,60-89,
20010,Meteolojinx Recanto,50-59,Female,F,30-59,
21703,Defodio,40-49,Female,F,0-29,
26201,Confringo,50-59,Female,F,0-29,
12706,Defodio,50-59,Female,F,60-89,
20542,Defodio,50-59,Female,F,120-149,
27962,Defodio,40-49,Female,F,0-29,
23815,Liberacorpus,50-59,Female,F,120-149,
50433,Locomotor Mortis,60>,Female,F,0-29,
10944,Liberacorpus,50-59,Female,F,60-89,
19118,Locomotor Mortis,50-59,Female,F,30-59,
14825,Specialis Revelio,50-59,Male,F,60-89,
13667,Specialis Revelio,60>,Female,F,180+,
22159,Meteolojinx Recanto,60>,Female,F,0-29,
12795,Defodio,30-39,Male,F,120-149,
12839,Defodio,30-39,Male,F,60-89,
25450,Defodio,50-59,Female,F,60-89,
13575,Meteolojinx Recanto,40-49,Male,F,30-59,
15246,Meteolojinx Recanto,50-59,Female,F,30-59,
26067,Specialis Revelio,20-29,Male,F,120-149,
26171,Liberacorpus,50-59,Female,F,30-59,
22673,Liberacorpus,20-29,Female,F,0-29,
12427,Liberacorpus,50-59,Male,F,60-89,
21062,Mobilicorpus,50-59,Female,F,0-29,
14333,Specialis Revelio,60>,Male,F,30-59,
27760,Liberacorpus,50-59,Male,F,180+,
16103,Specialis Revelio,30-39,Female,F,120-149,
18267,Meteolojinx Recanto,20-29,Female,F,30-59,
24231,Aparecium,50-59,Female,F,60-89,
15828,Defodio,60>,Male,F,150-179,
18360,Locomotor Mortis,60>,Male,F,30-59,
21386,Meteolojinx Recanto,50-59,Female,F,0-29,
21943,Defodio,40-49,Male,F,0-29,
22044,Imperio,50-59,Male,F,150-179,
27473,Liberacorpus,40-49,Male,F,0-29,
19360,Meteolojinx Recanto,20-29,Male,F,0-29,
11533,Confringo,50-59,Female,F,60-89,
13635,Specialis Revelio,40-49,Male,F,30-59,
13861,Specialis Revelio,30-39,Female,F,150-179,
15119,Liberacorpus,20-29,Male,F,150-179,
23578,Defodio,20-29,Female,F,30-59,
27812,Confringo,60>,Female,F,150-179,
23362,Wingardium Leviosa,30-39,Male,F,30-59,
23597,Liberacorpus,40-49,Female,F,0-29,
28087,Specialis Revelio,20-29,Male,F,180+,
20951,Liberacorpus,20-29,Male,F,150-179,
22714,Liberacorpus,20-29,Female,F,150-179,
22655,Fidelius Charm,50-59,Female,F,30-59,
24071,Liberacorpus,30-39,Female,F,180+,
23057,Liberacorpus,20-29,Female,F,0-29,
11936,Liberacorpus,60>,Female,F,30-59,
23677,Defodio,30-39,Male,F,0-29,
23051,Liberacorpus,30-39,Female,F,0-29,
23019,Defodio,30-39,Female,F,30-59,
19325,Meteolojinx Recanto,30-39,Male,F,60-89,
19857,Liberacorpus,40-49,NULL,F,60-89,
16527,Impedimenta,30-39,Female,F,30-59,
28031,Meteolojinx Recanto,50-59,Male,F,0-29,
26400,Defodio,50-59,Female,F,150-179,
27966,Liberacorpus,30-39,Male,F,120-149,
19040,Confringo,60>,Female,F,30-59,
18972,Liberacorpus,20-29,Female,F,120-149,
10498,Confringo,50-59,Male,F,30-59,
23820,Defodio,20-29,Female,F,30-59,
19366,Defodio,50-59,Female,F,180+,
26952,Meteolojinx Recanto,50-59,Female,F,30-59,
15776,Defodio,20-29,Female,F,90-119,
26557,Meteolojinx Recanto,50-59,Female,F,120-149,
10370,Specialis Revelio,50-59,Female,F,30-59,
22385,Meteolojinx Recanto,50-59,Female,F,120-149,
23012,Liberacorpus,20-29,Male,F,60-89,
20892,Meteolojinx Recanto,50-59,Male,F,60-89,
27530,Nox,20-29,Male,F,0-29,
27581,Nox,20-29,Female,F,0-29,
27583,Nox,20-29,Male,F,30-59,
27585,Nox,20-29,Female,F,150-179,
27868,Nox,<20,Female,F,0-29,
27549,Nox,50-59,Female,F,60-89,
27591,Nox,20-29,Male,F,0-29,
27567,Specialis Revelio,20-29,Male,F,90-119,
27571,Specialis Revelio,20-29,Male,F,150-179,
23343,Sonorus,40-49,Male,F,150-179,
18822,Mobilicorpus,60>,Female,F,150-179,
