Username,Team,Age_Range,Gender,Grade,Travel_Time,Special_Feature
16598,Mobilicorpus,50-59,Female,D,0-29,
13773,Levicorpus,40-49,Male,D,120-149,
18242,Fidelius Charm,40-49,Female,D,30-59,
26972,Fidelius Charm,30-39,Female,D,30-59,
15726,Impedimenta,60>,Male,D,30-59,
14720,Impedimenta,30-39,Male,D,150-179,
10604,Confringo,50-59,Female,D,90-119,
18149,Confringo,30-39,Male,D,30-59,
15767,Mobilicorpus,40-49,Female,D,60-89,
11253,Mobilicorpus,40-49,Male,D,0-29,
17348,Sonorus,20-29,Female,D,60-89,
20895,Sonorus,30-39,Female,D,180+,
20382,Sonorus,40-49,Female,D,60-89,
27232,Sonorus,40-49,NULL,D,60-89,
13729,Aparecium,50-59,Male,D,0-29,
11024,Aparecium,40-49,Female,D,60-89,
17980,Levicorpus,20-29,Male,D,90-119,
15397,Deprimo,30-39,Male,D,60-89,
24077,Fidelius Charm,50-59,Male,D,90-119,
23804,Wingardium Leviosa,30-39,Male,D,30-59,
11892,Reducto,40-49,Female,D,60-89,
13153,Mobilicorpus,50-59,Male,D,30-59,
12682,Sonorus,20-29,Female,D,150-179,
18473,Aparecium,30-39,Female,D,180+,
11353,Avada Kedavra,50-59,Female,D,150-179,
14811,Liberacorpus,40-49,Female,D,0-29,
17734,Imperio,30-39,Female,D,30-59,
24564,Imperio,30-39,Male,D,0-29,
10348,Locomotor Mortis,50-59,Female,D,180+,
20148,Locomotor Mortis,40-49,NULL,D,60-89,
22004,Locomotor Mortis,50-59,Female,D,150-179,
19543,Locomotor Mortis,50-59,Male,D,150-179,
20832,Locomotor Mortis,60>,Female,D,30-59,
11776,Specialis Revelio,50-59,Female,D,60-89,
14339,Specialis Revelio,40-49,Male,D,60-89,
19348,Fidelius Charm,50-59,Male,D,30-59,
12996,Mobilicorpus,50-59,Female,D,30-59,
12552,Aparecium,40-49,Male,D,30-59,
20323,Levicorpus,40-49,Male,D,0-29,
14982,Locomotor Mortis,30-39,Female,D,90-119,
16015,Locomotor Mortis,30-39,Male,D,0-29,
22127,Locomotor Mortis,50-59,Female,D,120-149,
24905,Locomotor Mortis,50-59,Female,D,30-59,
15801,Locomotor Mortis,40-49,Female,D,60-89,
28169,Avada Kedavra,40-49,Female,D,60-89,
21203,Liberacorpus,50-59,Female,D,180+,
19327,Locomotor Mortis,50-59,Female,D,60-89,
26857,Mobilicorpus,40-49,Female,D,120-149,
26935,Mobilicorpus,30-39,Female,D,150-179,
27053,Mobilicorpus,40-49,Female,D,90-119,
26575,Mobilicorpus,50-59,Female,D,90-119,
19825,Mobilicorpus,30-39,Female,D,30-59,
26176,Mobilicorpus,20-29,Male,D,0-29,
50133,Mobilicorpus,30-39,Male,D,30-59,
11121,Specialis Revelio,50-59,Female,D,30-59,
18932,Mobilicorpus,20-29,Male,D,90-119,
19739,Mobilicorpus,30-39,Female,D,30-59,
26170,Mobilicorpus,20-29,Male,D,0-29,
13696,Mobilicorpus,50-59,Female,D,0-29,
50090,Mobilicorpus,40-49,Male,D,0-29,
26730,Wingardium Leviosa,40-49,Female,D,90-119,
26439,Mobilicorpus,20-29,Male,D,0-29,
12863,Mobilicorpus,20-29,Male,D,30-59,
26753,Deprimo,40-49,Male,D,30-59,
20683,Mobilicorpus,20-29,Female,D,90-119,
24685,Protego Totalum,50-59,Female,D,30-59,
14255,Confringo,40-49,Male,D,60-89,
16503,Confringo,30-39,Male,D,30-59,
25470,Confringo,50-59,Male,D,150-179,
27873,Confringo,50-59,Male,D,30-59,
10687,Confringo,50-59,Male,D,150-179,
11184,Confringo,50-59,Male,D,60-89,
15031,Confringo,30-39,Female,D,30-59,
23151,Confringo,50-59,Female,D,120-149,
26077,Confringo,30-39,Male,D,120-149,
10867,Mobilicorpus,50-59,Female,D,30-59,
13430,Mobilicorpus,50-59,Female,D,30-59,
21441,Mobilicorpus,50-59,Female,D,150-179,
25913,Mobilicorpus,20-29,Female,D,90-119,
12719,Locomotor Mortis,50-59,Male,D,90-119,
25646,Locomotor Mortis,50-59,Female,D,150-179,
24292,Impedimenta,20-29,Male,D,60-89,
13066,Aparecium,40-49,Male,D,30-59,
19323,Impedimenta,40-49,Female,D,0-29,
26500,Aparecium,50-59,Male,D,0-29,
16165,Meteolojinx Recanto,20-29,Female,D,30-59,
20975,Meteolojinx Recanto,40-49,Female,D,0-29,
26342,Obscuro,50-59,Female,D,30-59,
26703,Impedimenta,50-59,Male,D,90-119,
13491,Impedimenta,40-49,Male,D,150-179,
19626,Defodio,60>,Male,D,60-89,
18809,Aguamenti,20-29,Male,D,30-59,
14978,Aguamenti,40-49,Male,D,60-89,
15390,Wingardium Leviosa,50-59,Female,D,90-119,
26192,Aparecium,50-59,Female,D,150-179,
26996,Avada Kedavra,30-39,Female,D,30-59,
15712,Meteolojinx Recanto,40-49,Male,D,90-119,
18808,Meteolojinx Recanto,60>,Male,D,60-89,
13168,Deprimo,50-59,Female,D,60-89,
18006,Deprimo,50-59,Male,D,120-149,
23607,Impedimenta,40-49,Male,D,30-59,
22697,Impedimenta,50-59,Female,D,0-29,
27309,Impedimenta,40-49,Male,D,0-29,
21866,Impedimenta,40-49,Male,D,30-59,
13670,Confringo,30-39,Female,D,180+,
20476,Confringo,50-59,Male,D,150-179,
24321,Confringo,50-59,Female,D,150-179,
10288,Confringo,40-49,Male,D,0-29,
18001,Confringo,30-39,Male,D,0-29,
23908,Confringo,40-49,Male,D,0-29,
50319,Confringo,30-39,Male,D,120-149,
23865,Confringo,40-49,Female,D,0-29,
16077,Duro,20-29,Male,D,30-59,
16153,Sonorus,30-39,Female,D,0-29,
25650,Sonorus,40-49,Male,D,150-179,
15395,Levicorpus,30-39,Male,D,180+,
12765,Defodio,40-49,Female,D,180+,
10822,Mobilicorpus,50-59,Female,D,120-149,
11717,Mobilicorpus,50-59,Male,D,30-59,
15012,Mobilicorpus,30-39,Male,D,90-119,
14066,Mobilicorpus,50-59,Male,D,180+,
19781,Levicorpus,20-29,Female,D,150-179,
23663,Sonorus,30-39,Male,D,150-179,
25597,Sonorus,50-59,Female,D,30-59,
10140,Wingardium Leviosa,40-49,NULL,D,0-29,
16744,Mobilicorpus,40-49,Male,D,0-29,
17884,Mobilicorpus,40-49,Female,D,150-179,
26591,Imperio,50-59,Female,D,150-179,
18053,Duro,20-29,Male,D,180+,
19023,Duro,40-49,Male,D,120-149,
20891,Duro,20-29,Male,D,30-59,
22316,Duro,20-29,Male,D,90-119,
22465,Duro,40-49,Female,D,0-29,
22549,Duro,20-29,Male,D,90-119,
15497,Duro,40-49,Female,D,30-59,
18254,Duro,30-39,Female,D,60-89,
23645,Duro,30-39,Male,D,150-179,
19472,Levicorpus,20-29,Male,D,150-179,
16753,Mobilicorpus,60>,Male,D,180+,
17796,Mobilicorpus,40-49,Male,D,180+,
22462,Mobilicorpus,40-49,Male,D,150-179,
22798,Mobilicorpus,30-39,Female,D,180+,
23712,Fidelius Charm,30-39,Male,D,60-89,
28454,Fidelius Charm,40-49,Male,D,120-149,
11622,Confringo,50-59,Male,D,60-89,
10766,Confringo,50-59,Male,D,0-29,
25301,Confringo,30-39,Female,D,180+,
27382,Confringo,30-39,Male,D,0-29,
20698,Locomotor Mortis,30-39,Male,D,90-119,
22091,Locomotor Mortis,20-29,Male,D,60-89,
19119,Mobilicorpus,30-39,Male,D,120-149,
10685,Mobilicorpus,50-59,Female,D,60-89,
13301,Duro,30-39,Male,D,30-59,
16903,Levicorpus,30-39,Male,D,30-59,
18223,Levicorpus,30-39,Female,D,150-179,
19513,Levicorpus,20-29,Male,D,90-119,
19787,Levicorpus,20-29,Female,D,30-59,
24635,Levicorpus,20-29,Male,D,0-29,
24641,Levicorpus,30-39,Female,D,30-59,
25032,Levicorpus,30-39,Male,D,90-119,
26251,Fidelius Charm,40-49,Male,D,30-59,
19974,Sonorus,30-39,Male,D,0-29,
20763,Duro,30-39,Female,D,60-89,
15663,Duro,30-39,Female,D,0-29,
20889,Duro,20-29,Male,D,30-59,
22267,Duro,20-29,Male,D,60-89,
10023,Mobilicorpus,60>,Male,D,60-89,
21001,Mobilicorpus,50-59,Female,D,0-29,
15875,Mobilicorpus,20-29,Male,D,0-29,
21644,Mobilicorpus,30-39,Male,D,30-59,
13734,Locomotor Mortis,40-49,Female,D,60-89,
50334,Locomotor Mortis,30-39,Male,D,90-119,
23330,Aparecium,50-59,Female,D,120-149,
13669,Aparecium,50-59,Female,D,180+,
25217,Mobilicorpus,30-39,Male,D,60-89,
19296,Fidelius Charm,60>,Female,D,60-89,
16545,Sonorus,50-59,Female,D,30-59,
25670,Duro,30-39,Male,D,60-89,
22231,Mobilicorpus,40-49,Female,D,0-29,
10841,Duro,40-49,Female,D,60-89,
19631,Duro,30-39,Male,D,30-59,
12655,Confringo,50-59,Female,D,30-59,
13656,Confringo,50-59,Male,D,120-149,
14918,Confringo,40-49,Male,D,30-59,
11338,Confringo,60>,Female,D,0-29,
50446,Confringo,60>,Male,D,0-29,
11034,Aparecium,50-59,Female,D,180+,
14251,Locomotor Mortis,40-49,Male,D,60-89,
18138,Locomotor Mortis,40-49,NULL,D,150-179,
21324,Locomotor Mortis,30-39,Female,D,150-179,
26597,Fidelius Charm,30-39,Male,D,0-29,
11413,Mobilicorpus,50-59,Female,D,30-59,
12516,Mobilicorpus,40-49,Female,D,150-179,
16339,Mobilicorpus,60>,Female,D,60-89,
27243,Mobilicorpus,40-49,Female,D,30-59,
20649,Levicorpus,20-29,Male,D,90-119,
24639,Levicorpus,20-29,Female,D,30-59,
28291,Levicorpus,20-29,Female,D,90-119,
14201,Levicorpus,20-29,Female,D,30-59,
27082,Deprimo,50-59,Male,D,0-29,
22176,Meteolojinx Recanto,50-59,Female,D,30-59,
24438,Fidelius Charm,40-49,Male,D,0-29,
20918,Protego Totalum,50-59,Female,D,60-89,
18316,Impedimenta,30-39,Male,D,0-29,
12043,Confringo,50-59,Male,D,120-149,
13070,Confringo,40-49,Female,D,90-119,
17763,Confringo,40-49,Female,D,0-29,
19839,Confringo,30-39,Female,D,0-29,
10085,Mobilicorpus,60>,Male,D,120-149,
11147,Mobilicorpus,50-59,Male,D,0-29,
14045,Mobilicorpus,40-49,Male,D,30-59,
10918,Aparecium,50-59,Female,D,90-119,
26333,Fidelius Charm,20-29,Female,D,0-29,
10149,Defodio,40-49,Female,D,90-119,
19867,Impedimenta,40-49,Female,D,90-119,
19503,Mobilicorpus,30-39,Male,D,30-59,
20461,Mobilicorpus,60>,Female,D,30-59,
15858,Mobilicorpus,40-49,Female,D,0-29,
10244,Sonorus,60>,Female,D,30-59,
17207,Sonorus,30-39,Female,D,30-59,
12224,Aparecium,50-59,Male,D,120-149,
14815,Aparecium,40-49,Female,D,90-119,
27993,Aparecium,40-49,Male,D,0-29,
10126,Aparecium,40-49,Male,D,90-119,
22001,Liberacorpus,50-59,Female,D,30-59,
13000,Specialis Revelio,50-59,Female,D,30-59,
14232,Mobilicorpus,40-49,Male,D,180+,
10100,Aparecium,60>,Male,D,60-89,
13172,Aparecium,40-49,Female,D,30-59,
14328,Specialis Revelio,20-29,Male,D,0-29,
14996,Locomotor Mortis,30-39,Male,D,0-29,
18907,Locomotor Mortis,50-59,Female,D,120-149,
19783,Levicorpus,20-29,Female,D,90-119,
23328,Levicorpus,40-49,Male,D,180+,
18873,Confringo,60>,Female,D,150-179,
20905,Mobilicorpus,60>,Female,D,60-89,
26177,Mobilicorpus,30-39,Male,D,180+,
26119,Mobilicorpus,40-49,Male,D,150-179,
26121,Mobilicorpus,30-39,Female,D,60-89,
18126,Mobilicorpus,50-59,Male,D,30-59,
50020,Mobilicorpus,40-49,Male,D,180+,
26117,Mobilicorpus,20-29,Female,D,0-29,
14655,Mobilicorpus,30-39,Male,D,180+,
14703,Mobilicorpus,40-49,Male,D,150-179,
26153,Fidelius Charm,30-39,Male,D,30-59,
11166,Confringo,50-59,Male,D,150-179,
14005,Confringo,30-39,Female,D,30-59,
14700,Confringo,30-39,Male,D,90-119,
13375,Mobilicorpus,40-49,Female,D,120-149,
13510,Mobilicorpus,40-49,Male,D,30-59,
18601,Mobilicorpus,20-29,Female,D,30-59,
25976,Mobilicorpus,40-49,Female,D,30-59,
12926,Mobilicorpus,30-39,Male,D,150-179,
25258,Confringo,40-49,Female,D,0-29,
23616,Duro,30-39,Female,D,30-59,
28000,Meteolojinx Recanto,50-59,Male,D,0-29,
16922,Impedimenta,30-39,Male,D,150-179,
15314,Impedimenta,20-29,Male,D,30-59,
12184,Impedimenta,50-59,Female,D,0-29,
12360,Impedimenta,40-49,Female,D,0-29,
16181,Impedimenta,40-49,Female,D,30-59,
20306,Impedimenta,40-49,Female,D,0-29,
21593,Impedimenta,40-49,Male,D,180+,
21808,Defodio,60>,Female,D,0-29,
18080,Aparecium,20-29,Male,D,30-59,
24686,Avada Kedavra,50-59,Male,D,30-59,
20984,Deprimo,50-59,Male,D,60-89,
23570,Deprimo,30-39,Male,D,30-59,
22745,Impedimenta,40-49,Male,D,60-89,
18909,Deprimo,50-59,Female,D,30-59,
15270,Impedimenta,40-49,Male,D,60-89,
24306,Wingardium Leviosa,40-49,Male,D,30-59,
20221,Confringo,60>,Female,D,150-179,
24201,Confringo,50-59,Female,D,0-29,
17083,Confringo,50-59,Male,D,30-59,
26684,Duro,50-59,Male,D,0-29,
13542,Sonorus,30-39,Male,D,60-89,
27851,Sonorus,30-39,Male,D,180+,
28059,Sonorus,30-39,Female,D,120-149,
17157,Liberacorpus,30-39,Female,D,30-59,
20733,Imperio,20-29,Female,D,60-89,
26644,Imperio,40-49,Female,D,90-119,
18051,Duro,30-39,Male,D,0-29,
24080,Duro,20-29,Male,D,180+,
16644,Mobilicorpus,60>,Male,D,30-59,
16676,Mobilicorpus,50-59,Female,D,180+,
22424,Mobilicorpus,40-49,Female,D,120-149,
50392,Mobilicorpus,30-39,Female,D,60-89,
20313,Fidelius Charm,30-39,Male,D,90-119,
21256,Confringo,30-39,Male,D,30-59,
14933,Locomotor Mortis,30-39,Male,D,150-179,
18916,Locomotor Mortis,20-29,Female,D,90-119,
20156,Locomotor Mortis,30-39,Male,D,30-59,
28105,Locomotor Mortis,30-39,Male,D,60-89,
16704,Mobilicorpus,40-49,Male,D,60-89,
20807,Mobilicorpus,30-39,Male,D,150-179,
19198,Mobilicorpus,40-49,Male,D,30-59,
11475,Duro,50-59,Male,D,0-29,
17078,Mobilicorpus,20-29,Male,D,30-59,
17046,Locomotor Mortis,30-39,Male,D,60-89,
12721,Mobilicorpus,50-59,Male,D,0-29,
25611,Mobilicorpus,50-59,Female,D,0-29,
21823,Fidelius Charm,50-59,Male,D,30-59,
11341,Duro,50-59,Male,D,60-89,
18927,Fidelius Charm,60>,Female,D,30-59,
13761,Confringo,40-49,Male,D,150-179,
50282,Locomotor Mortis,30-39,Male,D,30-59,
15491,Fidelius Charm,30-39,Male,D,180+,
19494,Fidelius Charm,30-39,Female,D,120-149,
12430,Mobilicorpus,50-59,Female,D,30-59,
14055,Levicorpus,20-29,Female,D,180+,
28774,Defodio,50-59,Female,D,0-29,
14770,Mobilicorpus,40-49,Female,D,0-29,
19674,Mobilicorpus,50-59,Female,D,150-179,
13179,Sonorus,40-49,Male,D,0-29,
18441,Duro,40-49,Male,D,60-89,
14967,Mobilicorpus,30-39,Male,D,30-59,
24648,Avada Kedavra,50-59,Male,D,180+,
20053,Locomotor Mortis,50-59,Male,D,0-29,
27805,Locomotor Mortis,30-39,Male,D,0-29,
15673,Locomotor Mortis,40-49,Male,D,180+,
22058,Locomotor Mortis,30-39,Male,D,30-59,
26116,Mobilicorpus,40-49,Male,D,60-89,
22804,Specialis Revelio,20-29,Male,D,30-59,
10997,Mobilicorpus,50-59,Male,D,180+,
13074,Mobilicorpus,40-49,Female,D,0-29,
14238,Mobilicorpus,40-49,Male,D,180+,
25790,Mobilicorpus,50-59,Male,D,90-119,
24245,Mobilicorpus,40-49,Male,D,30-59,
24326,Impedimenta,50-59,Male,D,90-119,
24263,Deprimo,20-29,Male,D,0-29,
13173,Deprimo,40-49,Male,D,30-59,
17914,Meteolojinx Recanto,30-39,Male,D,30-59,
50069,Impedimenta,30-39,Female,D,120-149,
14289,Confringo,30-39,Female,D,120-149,
12213,Confringo,50-59,Male,D,30-59,
25025,Sonorus,40-49,Male,D,120-149,
19702,Imperio,20-29,Female,D,30-59,
28212,Imperio,30-39,Female,D,60-89,
14087,Locomotor Mortis,50-59,Female,D,90-119,
20662,Mobilicorpus,40-49,Male,D,30-59,
50577,Imperio,60>,Male,D,180+,
13139,Locomotor Mortis,40-49,Female,D,90-119,
15665,Fidelius Charm,30-39,Female,D,90-119,
50545,Locomotor Mortis,40-49,NULL,D,60-89,
26513,Mobilicorpus,40-49,Male,D,30-59,
15615,Deprimo,30-39,Female,D,60-89,
14517,Confringo,40-49,Male,D,150-179,
20731,Mobilicorpus,20-29,Female,D,120-149,
17053,Duro,20-29,Male,D,0-29,
21494,Sonorus,40-49,Male,D,60-89,
15116,Mobilicorpus,40-49,Male,D,0-29,
21755,Duro,50-59,Female,D,60-89,
11675,Locomotor Mortis,60>,Female,D,0-29,
12625,Mobilicorpus,50-59,Female,D,150-179,
23766,Aparecium,50-59,Female,D,120-149,
11017,Mobilicorpus,50-59,Female,D,150-179,
20575,Duro,40-49,Male,D,60-89,
27907,Confringo,40-49,Male,D,120-149,
23726,Fidelius Charm,30-39,Female,D,30-59,
12484,Confringo,50-59,Male,D,30-59,
20552,Levicorpus,20-29,Female,D,90-119,
22591,Defodio,50-59,Male,D,180+,
13921,Duro,30-39,Male,D,30-59,
20560,Levicorpus,20-29,Male,D,30-59,
14989,Sonorus,30-39,Female,D,60-89,
22371,Aparecium,50-59,Female,D,0-29,
13114,Confringo,40-49,Female,D,180+,
12644,Mobilicorpus,50-59,Female,D,0-29,
18414,Deprimo,60>,Male,D,0-29,
22272,Locomotor Mortis,40-49,NULL,D,120-149,
23832,Levicorpus,20-29,Male,D,0-29,
19715,Duro,50-59,Female,D,30-59,
18201,Deprimo,60>,Male,D,150-179,
18588,Fidelius Charm,60>,Male,D,30-59,
26705,Mobilicorpus,30-39,Female,D,180+,
26457,Impedimenta,50-59,Female,D,0-29,
25786,Confringo,40-49,Male,D,60-89,
13057,Sonorus,40-49,Male,D,30-59,
18362,Mobilicorpus,60>,Female,D,90-119,
20150,Locomotor Mortis,20-29,Female,D,0-29,
18619,Duro,60>,Female,D,30-59,
50627,Liberacorpus,60>,Female,D,180+,
18097,Sonorus,60>,Male,D,0-29,
12994,Duro,60>,Female,D,60-89,
21955,Locomotor Mortis,50-59,Female,D,30-59,
23214,Specialis Revelio,50-59,Female,D,60-89,
12418,Mobilicorpus,40-49,Female,D,180+,
10597,Aparecium,40-49,Female,D,60-89,
18843,Impedimenta,40-49,NULL,D,120-149,
19438,Impedimenta,50-59,Female,D,150-179,
20512,Levicorpus,30-39,Female,D,90-119,
14910,Mobilicorpus,40-49,Male,D,0-29,
20391,Aparecium,50-59,Female,D,60-89,
13567,Duro,40-49,Male,D,60-89,
26060,Reducto,40-49,Female,D,60-89,
10824,Confringo,50-59,Male,D,150-179,
26169,Mobilicorpus,30-39,Female,D,180+,
50592,Liberacorpus,60>,Female,D,0-29,
17025,Confringo,20-29,Male,D,0-29,
22195,Impedimenta,40-49,NULL,D,60-89,
19030,Aparecium,60>,Female,D,30-59,
11412,Duro,50-59,Male,D,120-149,
15353,Levicorpus,30-39,Female,D,180+,
27092,Mobilicorpus,50-59,Male,D,90-119,
20392,Levicorpus,20-29,Female,D,90-119,
18782,Impedimenta,60>,Male,D,180+,
25478,Mobilicorpus,50-59,Female,D,60-89,
21050,Locomotor Mortis,50-59,Female,D,60-89,
18578,Confringo,60>,Male,D,150-179,
28551,Deprimo,60>,Male,D,60-89,
10200,Confringo,40-49,Male,D,30-59,
13777,Levicorpus,30-39,Female,D,90-119,
27192,Imperio,40-49,Female,D,30-59,
12735,Locomotor Mortis,50-59,Male,D,90-119,
11304,Mobilicorpus,40-49,NULL,D,0-29,
10555,Expecto Patronum,50-59,Male,D,120-149,Standing Desk
13746,Mobilicorpus,40-49,Male,D,0-29,
20174,Impedimenta,50-59,Female,D,120-149,
22276,Sonorus,30-39,Male,D,30-59,
11263,Mobilicorpus,50-59,Female,D,30-59,
27318,Mobilicorpus,50-59,Female,D,30-59,
27119,Aparecium,40-49,Female,D,0-29,
26579,Mobilicorpus,40-49,Female,D,60-89,
27110,Aparecium,20-29,Female,D,60-89,
27114,Aparecium,20-29,Female,D,60-89,
27115,Aparecium,30-39,Female,D,90-119,
27120,Aparecium,30-39,Female,D,60-89,
27064,Mobilicorpus,40-49,Female,D,60-89,
16860,Confringo,20-29,Male,D,150-179,
13186,Duro,30-39,Female,D,0-29,
11852,Mobilicorpus,50-59,Female,D,150-179,
25979,Sonorus,40-49,Female,D,30-59,
23444,Levicorpus,20-29,Female,D,180+,
27041,Mobilicorpus,50-59,Male,D,60-89,
12730,Confringo,40-49,Male,D,180+,
22099,Locomotor Mortis,20-29,Male,D,30-59,
20396,Aparecium,50-59,Male,D,0-29,
23448,Duro,30-39,Male,D,180+,
18768,Mobilicorpus,60>,Male,D,90-119,
14523,Confringo,40-49,Female,D,60-89,
18264,Duro,50-59,Female,D,0-29,
14172,Levicorpus,30-39,Male,D,60-89,
18974,Mobilicorpus,20-29,Female,D,0-29,
10593,Mobilicorpus,50-59,Male,D,30-59,
27898,Mobilicorpus,50-59,Female,D,60-89,
27999,Defodio,50-59,Female,D,30-59,
27235,Imperio,50-59,Female,D,30-59,
23954,Mobilicorpus,30-39,Female,D,30-59,
27238,Imperio,20-29,Female,D,0-29,
26563,Mobilicorpus,50-59,Male,D,60-89,
23922,Fidelius Charm,30-39,Male,D,30-59,
19319,Deprimo,50-59,Male,D,0-29,
24244,Meteolojinx Recanto,50-59,Female,D,0-29,
22798,Mobilicorpus,40-49,Female,D,60-89,
19024,Fidelius Charm,60>,Female,D,60-89,
19433,Confringo,20-29,Female,D,60-89,
22178,Locomotor Mortis,30-39,Female,D,30-59,
23789,Duro,40-49,Female,D,30-59,
17538,Mobilicorpus,20-29,Female,D,0-29,
21735,Aparecium,30-39,Female,D,0-29,
17078,Mobilicorpus,30-39,Male,D,0-29,
18374,Mobilicorpus,60>,Female,D,60-89,
12584,Mobilicorpus,20-29,Male,D,180+,
25478,Mobilicorpus,50-59,Female,D,60-89,
18446,Fidelius Charm,60>,Female,D,60-89,
25301,Confringo,40-49,Female,D,90-119,
25545,Aparecium,50-59,Female,D,0-29,
19348,Fidelius Charm,60>,Male,D,30-59,
12127,Specialis Revelio,50-59,Male,D,180+,
26786,Mobilicorpus,30-39,Male,D,0-29,
23927,Confringo,50-59,Female,D,30-59,
25786,Confringo,40-49,Male,D,30-59,
18932,Duro,20-29,Male,D,180+,
21231,Fidelius Charm,50-59,Female,D,30-59,
19145,Fidelius Charm,40-49,Male,D,0-29,
14959,Confringo,30-39,Male,D,30-59,
21644,Mobilicorpus,40-49,Male,D,30-59,
12059,Locomotor Mortis,50-59,Male,D,60-89,
23912,Confringo,50-59,Male,D,60-89,
12390,Confringo,40-49,Female,D,150-179,
27110,Mobilicorpus,20-29,Female,D,120-149,
27114,Mobilicorpus,20-29,Female,D,60-89,
25470,Confringo,50-59,Male,D,30-59,
13498,Impedimenta,50-59,Male,D,60-89,
16077,Duro,30-39,Male,D,30-59,
11717,Mobilicorpus,60>,Male,D,30-59,
19781,Levicorpus,20-29,Female,D,150-179,
20901,Fidelius Charm,50-59,Male,D,30-59,
26597,Confringo,30-39,Male,D,60-89,
26924,Defodio,50-59,Female,D,30-59,
14944,Fidelius Charm,30-39,Male,D,90-119,
50109,Liberacorpus,30-39,Male,D,30-59,
19631,Duro,40-49,Male,D,180+,
15027,Confringo,60>,Female,D,90-119,
28169,Avada Kedavra,50-59,Female,D,180+,
27119,Mobilicorpus,40-49,Female,D,120-149,
27115,Mobilicorpus,30-39,Female,D,30-59,
27120,Mobilicorpus,30-39,Female,D,90-119,
26153,Mobilicorpus,30-39,Male,D,120-149,
26251,Mobilicorpus,40-49,Male,D,0-29,
15285,Impedimenta,20-29,Male,D,180+,
22745,Impedimenta,40-49,Male,D,30-59,
21866,Impedimenta,40-49,Male,D,30-59,
16676,Mobilicorpus,50-59,Female,D,30-59,
25611,Mobilicorpus,50-59,Female,D,180+,
19674,Mobilicorpus,50-59,Female,D,180+,
10997,Mobilicorpus,60>,Male,D,30-59,
17083,Confringo,50-59,Male,D,30-59,
23808,Fidelius Charm,30-39,Female,D,90-119,
17521,Mobilicorpus,20-29,Male,D,0-29,
11568,Sonorus,50-59,Female,D,60-89,
14269,Aparecium,40-49,Female,D,30-59,
10038,Mobilicorpus,60>,Female,D,30-59,
15067,Aparecium,40-49,Female,D,90-119,
14691,Sonorus,20-29,Female,D,60-89,
19380,Fidelius Charm,60>,Female,D,60-89,
21694,Sonorus,50-59,Female,D,30-59,
26656,Imperio,30-39,Male,D,30-59,
10159,Mobilicorpus,60>,Female,D,150-179,
10507,Sonorus,40-49,NULL,D,120-149,
18815,Liberacorpus,20-29,Female,D,120-149,
19327,Locomotor Mortis,60>,Female,D,150-179,
22799,Mobilicorpus,30-39,Male,D,60-89,
15393,Confringo,30-39,Male,D,180+,
27947,Reducto,50-59,Male,D,150-179,
19645,Mobilicorpus,60>,Male,D,120-149,
15727,Mobilicorpus,30-39,Female,D,0-29,
22681,Mobilicorpus,20-29,Female,D,0-29,
27165,Duro,50-59,Male,D,0-29,
26333,Mobilicorpus,20-29,Female,D,0-29,
26869,Confringo,30-39,Male,D,60-89,
26885,Mobilicorpus,20-29,Male,D,30-59,
27450,Mobilicorpus,30-39,Female,D,60-89,
26884,Sonorus,20-29,Male,D,30-59,
24991,Fidelius Charm,60>,Female,D,0-29,
12654,Mobilicorpus,40-49,Female,D,0-29,
23497,Impedimenta,50-59,Male,D,0-29,
14506,Duro,40-49,Female,D,90-119,
15606,Confringo,30-39,Male,D,0-29,
11594,Confringo,50-59,Male,D,60-89,
15645,Confringo,30-39,Female,D,0-29,
18803,Aparecium,60>,Female,D,30-59,
28389,Confringo,30-39,Female,D,30-59,
20174,Impedimenta,60>,Female,D,60-89,
12634,Sonorus,20-29,Male,D,150-179,
12430,Mobilicorpus,50-59,Female,D,150-179,
20411,Aparecium,60>,Female,D,30-59,
18558,Duro,40-49,Male,D,60-89,
22371,Aparecium,50-59,Female,D,0-29,
24482,Defodio,50-59,Female,D,30-59,
18434,Confringo,30-39,Female,D,180+,
13981,Confringo,40-49,Female,D,0-29,
21953,Duro,50-59,Male,D,30-59,
26872,Fidelius Charm,30-39,Male,D,180+,
21606,Impedimenta,40-49,Male,D,30-59,
16939,Mobilicorpus,30-39,Male,D,30-59,
27481,Mobilicorpus,20-29,Male,D,0-29,
27674,Fidelius Charm,40-49,Female,D,30-59,
27642,Mobilicorpus,30-39,Female,D,120-149,
27722,Mobilicorpus,30-39,Female,D,90-119,
27702,Mobilicorpus,30-39,Female,D,150-179,
27778,Reparo,50-59,Female,D,90-119,Near Window
27596,Mobilicorpus,30-39,Female,D,180+,
21699,Mobilicorpus,50-59,Female,D,0-29,
23080,Aparecium,50-59,Female,D,0-29,
23583,Aparecium,50-59,Male,D,30-59,
23922,Sonorus,30-39,Male,D,0-29,
27674,Sonorus,40-49,Female,D,60-89,
27990,Mobilicorpus,50-59,Male,D,90-119,
22596,Imperio,20-29,Male,D,90-119,
27336,Mobilicorpus,20-29,Male,D,30-59,
24796,Mobilicorpus,20-29,Male,D,30-59,
27348,Mobilicorpus,50-59,Male,D,180+,
15297,Meteolojinx Recanto,50-59,Female,D,0-29,
23192,Impedimenta,50-59,Female,D,0-29,
19362,Mobilicorpus,30-39,Male,D,30-59,
